num objects,r std,r var,r mean,r min,r max,snr std,snr var,snr mean,snr min,snr max,noise std,noise var,noise mean,noise min,noise max,enviroment,object,height
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,43.0,1849.0,204.0,161.0,247.0,51.0,2601.0,537.0,486.0,588.0,sunny,dime,7 
2,1.1561000000000001,1.3365672100000003,1.3743,0.2182,2.5304,35.5,1260.25,205.5,170.0,241.0,57.5,3306.25,536.5,479.0,594.0,sunny,dime,7 
2,1.1561000000000001,1.3365672100000003,1.3743,0.2182,2.5304,42.5,1806.25,214.5,172.0,257.0,51.0,2601.0,527.0,476.0,578.0,sunny,dime,7 
4,0.8315101232095735,0.6914090850000001,1.5051999999999999,0.2182,2.5305,56.65851657076807,3210.1875,164.25,112.0,253.0,47.90289657212808,2294.6875,499.25,466.0,582.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,37.0,1369.0,204.0,167.0,241.0,57.0,3249.0,538.0,481.0,595.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,38.0,1444.0,209.0,171.0,247.0,55.5,3080.25,532.5,477.0,588.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,44.0,1936.0,213.0,169.0,257.0,49.5,2450.25,528.5,479.0,578.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,36.0,1296.0,207.0,171.0,243.0,57.5,3306.25,534.5,477.0,592.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,35.0,1225.0,203.0,168.0,238.0,58.0,3364.0,539.0,481.0,597.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,27.5,756.25,205.5,178.0,233.0,65.0,4225.0,537.0,472.0,602.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,49.425589413672036,2442.888888888889,172.33333333333334,113.0,234.0,50.97275960964074,2598.222222222222,532.3333333333334,479.0,601.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,49.425589413672036,2442.888888888889,172.33333333333334,113.0,234.0,50.97275960964074,2598.222222222222,532.3333333333334,479.0,601.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,49.425589413672036,2442.888888888889,172.33333333333334,113.0,234.0,50.97275960964074,2598.222222222222,532.3333333333334,479.0,601.0,sunny,dime,7 
4,0.8852150487310979,0.7836056825,1.23255,0.2182,2.5305,49.861683685972736,2486.1875,157.25,113.0,234.0,49.889878733065686,2489.0,518.0,479.0,601.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,49.412099283025356,2441.555555555555,173.66666666666666,114.0,235.0,52.53781706753929,2760.222222222222,529.6666666666666,476.0,601.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,49.412099283025356,2441.555555555555,173.66666666666666,114.0,235.0,52.53781706753929,2760.222222222222,529.6666666666666,476.0,601.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,50.642538114382326,2564.6666666666665,174.0,113.0,237.0,50.839617097954886,2584.6666666666665,530.0,478.0,599.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,50.642538114382326,2564.6666666666665,174.0,113.0,237.0,50.839617097954886,2584.6666666666665,530.0,478.0,599.0,sunny,dime,7 
