num objects,r std,r var,r mean,r min,r max,snr std,snr var,snr mean,snr min,snr max,noise std,noise var,noise mean,noise min,noise max,enviroment,object,height
4,0.6525389389722271,0.42580706687500003,1.712425,1.2216,2.8359,41.75149697915034,1743.1875,183.75,142.0,226.0,31.4364438192363,988.25,590.5,542.0,630.0,lablight,dime,53.5 
2,0.80715,0.6514911225000001,2.02875,1.2216,2.8359,0.5,0.25,224.5,224.0,225.0,43.0,1849.0,588.0,545.0,631.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,25.272267409158207,638.6875,198.25,173.0,225.0,29.354514133264068,861.6875,589.25,547.0,630.0,lablight,dime,53.5 
4,0.6525268212878303,0.42579125250000005,1.71245,1.2216,2.8359,31.531730050855124,994.25,195.5,164.0,229.0,31.960913628993776,1021.5,588.0,540.0,630.0,lablight,dime,53.5 
4,0.6525268212878303,0.42579125250000005,1.71245,1.2216,2.8359,26.252380844411046,689.1875,199.25,173.0,226.0,30.06139550985616,903.6875,585.75,544.0,629.0,lablight,dime,53.5 
4,0.6422542618581835,0.41249053687500004,1.734225,1.2216,2.8359,34.89537935028075,1217.6875,188.75,154.0,228.0,27.725214156071004,768.6875,582.25,549.0,626.0,lablight,dime,53.5 
4,0.6422427987140067,0.4124758125000001,1.7342499999999998,1.2216,2.8359,33.796264586489436,1142.1875,192.75,159.0,229.0,29.473505051147207,868.6875,581.75,543.0,626.0,lablight,dime,53.5 
6,0.5435876061460154,0.29548748555555554,1.6360666666666663,1.2216,2.8358,31.372316175606517,984.2222222222223,182.66666666666666,160.0,229.0,24.949393223527945,622.4722222222222,579.8333333333334,543.0,626.0,lablight,dime,53.5 
3,0.7151461808609482,0.51143406,1.8323999999999998,1.2216,2.8359,41.41121694527811,1714.888888888889,196.33333333333334,138.0,230.0,31.899146627387317,1017.5555555555555,587.3333333333334,547.0,625.0,lablight,dime,53.5 
3,0.7151461808609482,0.51143406,1.8323999999999998,1.2216,2.8359,41.41121694527811,1714.888888888889,196.33333333333334,138.0,230.0,31.899146627387317,1017.5555555555555,587.3333333333334,547.0,625.0,lablight,dime,53.5 
3,0.715127878230336,0.5114078822222222,1.8324333333333334,1.2216,2.8359,36.914315199752345,1362.6666666666667,202.0,150.0,232.0,31.846855766656496,1014.2222222222222,582.6666666666666,544.0,622.0,lablight,dime,53.5 
3,0.715127878230336,0.5114078822222222,1.8324333333333334,1.2216,2.8359,36.914315199752345,1362.6666666666667,202.0,150.0,232.0,31.846855766656496,1014.2222222222222,582.6666666666666,544.0,622.0,lablight,dime,53.5 
3,0.7151461808609482,0.51143406,1.8323999999999998,1.2216,2.8359,38.663792996664064,1494.888888888889,201.66666666666666,147.0,230.0,34.373762603991366,1181.5555555555554,580.3333333333334,540.0,624.0,lablight,dime,53.5 
2,0.80715,0.6514911225000001,2.02875,1.2216,2.8359,1.0,1.0,229.0,228.0,230.0,43.5,1892.25,581.5,538.0,625.0,lablight,dime,53.5 
2,0.80715,0.6514911225000001,2.02875,1.2216,2.8359,1.0,1.0,229.0,228.0,230.0,43.0,1849.0,581.0,538.0,624.0,lablight,dime,53.5 
4,0.6421999158167182,0.41242073187499995,1.734225,1.2216,2.8358,31.299960063872287,979.6875,196.25,165.0,230.0,29.201883500897676,852.75,579.5,542.0,624.0,lablight,dime,53.5 
4,0.6422542618581835,0.41249053687500004,1.734225,1.2216,2.8359,30.914195768287424,955.6875,194.75,164.0,230.0,28.181332473820326,794.1875,581.75,546.0,625.0,lablight,dime,53.5 
4,0.6422427987140067,0.4124758125000001,1.7342499999999998,1.2216,2.8359,27.147743920996454,737.0,198.0,171.0,229.0,28.734778579275673,825.6875,578.75,546.0,625.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,26.086394921491163,680.5,199.0,173.0,228.0,29.31190031369512,859.1875,579.25,545.0,626.0,lablight,dime,53.5 
4,0.6422313343920554,0.41246108687500005,1.7342750000000002,1.2216,2.8359,25.15949125081825,633.0,199.0,174.0,228.0,28.81405906844782,830.25,580.5,546.0,626.0,lablight,dime,53.5 
4,0.6421999158167182,0.41242073187499995,1.734225,1.2216,2.8358,29.576172842340505,874.75,196.5,167.0,229.0,29.146183283579344,849.5,582.0,544.0,626.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,33.03028912982749,1091.0,194.0,161.0,229.0,29.736341402398512,884.25,581.5,541.0,625.0,lablight,dime,53.5 
4,0.6422427987140067,0.4124758125000001,1.7342499999999998,1.2216,2.8359,38.82895182721264,1507.6875,187.75,149.0,230.0,28.63891583143468,820.1875,584.75,544.0,625.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,38.55839726959615,1486.75,187.5,149.0,229.0,28.99568933479596,840.75,584.5,544.0,626.0,lablight,dime,53.5 
4,0.6421999158167182,0.41242073187499995,1.734225,1.2216,2.8358,41.02438299353203,1683.0,185.0,144.0,228.0,29.354514133264068,861.6875,583.75,543.0,626.0,lablight,dime,53.5 
4,0.6421999158167182,0.41242073187499995,1.734225,1.2216,2.8358,43.09292285283048,1857.0,183.0,140.0,230.0,28.30194339616981,801.0,584.0,545.0,625.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,44.52246623896749,1982.25,180.5,136.0,227.0,29.698484809834994,882.0,585.0,543.0,627.0,lablight,dime,53.5 
4,0.6422542618581835,0.41249053687500004,1.734225,1.2216,2.8359,47.78271130858943,2283.1875,177.75,130.0,228.0,29.698484809834994,882.0,585.0,543.0,627.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,45.28451722167301,2050.6875,180.25,135.0,228.0,29.008619408720573,841.5,584.0,544.0,626.0,lablight,dime,53.5 
4,0.6422313343920554,0.41246108687500005,1.7342750000000002,1.2216,2.8359,42.09513035969837,1772.0,185.0,143.0,231.0,28.28869031963127,800.25,583.5,544.0,624.0,lablight,dime,53.5 
4,0.6422542618581835,0.41249053687500004,1.734225,1.2216,2.8359,38.382124745771954,1473.1875,189.25,151.0,232.0,27.94078560098123,780.6875,582.75,544.0,623.0,lablight,dime,53.5 
4,0.6422542618581835,0.41249053687500004,1.734225,1.2216,2.8359,32.751908341347075,1072.6875,195.75,163.0,229.0,30.784533454317607,947.6875,581.25,539.0,626.0,lablight,dime,53.5 
4,0.6422427987140066,0.41247581250000004,1.7342499999999998,1.2216,2.8359,24.375961519497032,594.1875,200.25,176.0,228.0,29.13760456866693,849.0,579.0,546.0,626.0,lablight,dime,53.5 
4,0.6422427987140067,0.4124758125000001,1.7342499999999998,1.2216,2.8359,28.925550988702014,836.6875,195.75,167.0,229.0,28.222331583340168,796.5,580.0,547.0,625.0,lablight,dime,53.5 
2,0.80715,0.6514911225000001,2.02875,1.2216,2.8359,4.0,16.0,226.0,222.0,230.0,40.0,1600.0,585.0,545.0,625.0,lablight,dime,53.5 
